id,description,units,notes,created_at,updated_at,name,max,min,standard_name,standard_units,label,type
235,foliar K concentration,percent,"",2010-11-23 11:31:33,2011-06-06 14:40:42,K_foliar,100,0,,,,
236,foliar calcium concentration,percent,"",2010-11-23 11:31:33,2011-06-06 14:40:42,CA_foliar,100,0,,,,
156,petiole length,m,"",,2011-06-06 14:40:42,petioleL,Infinity,0,,,,
15,Specific Leaf Area,m2 kg-1,"",,2011-06-06 14:40:42,SLA,100,0.1,,,,
30,sapwood allocation (kg sapwood kg-1 leaf m-2),kg kg-1 m-2,"",,2011-06-06 14:40:42,qsw,Infinity,0,,,,
237,foliar magnesium concentraion,percent,"",2010-11-23 11:31:33,2011-06-06 14:40:42,MG_foliar,100,0,,,,
57,"belowground rhizome biomass; does not include tubers, roots",g m-2,"see tuber_biomass for tuberous crops and root crops such as cassava, potato",,2015-05-08 16:37:13.9012,rhizome_biomass,Infinity,0,"","","",
35,Time scale at which low-carbon balance plants die,year-1,"",,2011-06-06 14:40:42,mort1,Infinity,0,,,,
36,Carbon balance ratio for which mortality rapidly increases,year-1,"",,2011-06-06 14:40:42,mort2,Infinity,0,,,,
5,maximum rate of electron transport,umol [photons] m-2 s-1,Maximum rate of RuBP regeneration.,,2021-04-27 19:24:26.803527,Jmax,1000,0,,,,
8,Photosynthetic rate at ambient CO2(370ppm),umol [CO2] m-2 s-1,"",,2021-04-27 19:24:36.566274,PN,Infinity,-100,,,,
13,Nitrogen Use Efficiency,umol [CO2] g-1 [N] s-1,"",,2021-04-27 19:25:31.212574,NUE,Infinity,0,,,,
19,Leaf Area,cm2 [per plant],"",,2021-04-27 19:25:46.120642,leaf_area_per_plant,Infinity,0,"","","",ecosystem
61,NA,m2 ha-1,"",,2021-04-27 19:27:47.860335,basal_area,Infinity,0,,,,
62,total aboveground biomass,Mg ha-1,"",,2021-04-27 19:27:51.963645,a_biomass,1000,0,"","","",""
63,annual aboveground yield,Mg ha-1 yr-1,"",,2021-04-27 19:28:02.699898,Ayield,Infinity,0,,,,
66,total pulpwood,m3 ha-1,"",,2021-04-27 19:28:09.42499,a_pulp_vol,Infinity,0,,,,
67,annual pulpwood,m3 ha-1,"",,2021-04-27 19:28:10.306011,a_pulp_vol_y,Infinity,0,,,,
68,fine root biomass,g m-2,"Biomass_root_fine is equivalent, but has units Mg/ha",,2021-04-27 19:28:13.895784,fine_root_biomass,Infinity,0,"","","",
78,dry weight per leaf,g [per leaf],"",,2021-04-27 19:28:23.287941,leaf_mass_per_leaf,Infinity,-Infinity,,,,
81,temperature of leaf,C,"",,2021-04-27 19:28:58.406072,leafT,100,-100,,,,
583,reflectance,"",used for all light (equivalent to combination of leaf_reflect_nir and leaf_reflect_vis),2015-06-09 16:22:26.815443,2021-04-27 19:46:12.767377,leaf_reflectance,1,0,"","","",
